Day - Draw, Date, Pick 3, Pick 4
FRI - EVE, 3/9/2018,351,7624
SAT - MID, 3/10/2018,461,2540
SAT - EVE, 3/10/2018,729,8741
SUN - MID, 3/11/2018,749,9540
SUN - EVE, 3/11/2018,490,7457
MON - MID, 3/12/2018,202,3265
MON - EVE, 3/12/2018,453,782
TUE - MID, 3/13/2018,713,5830
TUE - EVE, 3/13/2018,362,5835
WED - MID, 3/14/2018,198,4017
WED - EVE, 3/14/2018,281,6424
THU - MID, 3/15/2018,479,6113
THU - EVE, 3/15/2018,973,3161
FRI - MID, 3/16/2018,13,1693
FRI - EVE, 3/16/2018,222,6644
SAT - MID, 3/17/2018,728,7499
SAT - EVE, 3/17/2018,629,3368
SUN - MID, 3/18/2018,507,782
SUN - EVE, 3/18/2018,420,2217
MON - MID, 3/19/2018,98,6625
MON - EVE, 3/19/2018,996,8087
TUE - MID, 3/20/2018,240,4438
TUE - EVE, 3/20/2018,398,9470
WED - MID, 3/21/2018,979,8323
WED - EVE, 3/21/2018,421,3299
THU - MID, 3/22/2018,159,1837
THU - EVE, 3/22/2018,759,1607
FRI - MID, 3/23/2018,746,7279
FRI - EVE, 3/23/2018,224,5886
SAT - MID, 3/24/2018,808,8145
SAT - EVE, 3/24/2018,495,6191
SUN - MID, 3/25/2018,333,2337
SUN - EVE, 3/25/2018,655,8145
MON - MID, 3/26/2018,604,9323
MON - EVE, 3/26/2018,452,2736
TUE - MID, 3/27/2018,258,2407
TUE - EVE, 3/27/2018,477,5528
WED - MID, 3/28/2018,452,6418
WED - EVE, 3/28/2018,932,366
THU - MID, 3/29/2018,250,4004
THU - EVE, 3/29/2018,670,816
FRI - MID, 3/30/2018,646,1983
FRI - EVE, 3/30/2018,184,8102
SAT - MID, 3/31/2018,305,305
SAT - EVE, 3/31/2018,457,2632
SUN - MID, 4/1/2018,734,4371
SUN - EVE, 4/1/2018,255,4884
MON - MID, 4/2/2018,236,8867
MON - EVE, 4/2/2018,218,4641
TUE - MID, 4/3/2018,406,8851
TUE - EVE, 4/3/2018,384,9866
WED - MID, 4/4/2018,30,7593
WED - EVE, 4/4/2018,465,5469
THU - MID, 4/5/2018,809,7588
THU - EVE, 4/5/2018,186,6688
FRI - MID, 4/6/2018,637,1167
FRI - EVE, 4/6/2018,616,4949
SAT - MID, 4/7/2018,291,7878
SAT - EVE, 4/7/2018,905,5488
SUN - MID, 4/8/2018,658,6462
SUN - EVE, 4/8/2018,179,9478
MON - MID, 4/9/2018,850,3636
MON - EVE, 4/9/2018,10,5884
TUE - MID, 4/10/2018,748,5593
TUE - EVE, 4/10/2018,206,5135
WED - MID, 4/11/2018,321,3653
WED - EVE, 4/11/2018,630,7692
THU - MID, 4/12/2018,563,5943
THU - EVE, 4/12/2018,790,8594
FRI - MID, 4/13/2018,553,1065
FRI - EVE, 4/13/2018,158,703
SAT - MID, 4/14/2018,478,5241
SAT - EVE, 4/14/2018,12,6124
SUN - MID, 4/15/2018,822,4580
SUN - EVE, 4/15/2018,203,1916
MON - MID, 4/16/2018,609,1529
MON - EVE, 4/16/2018,537,328
TUE - MID, 4/17/2018,702,5418
TUE - EVE, 4/17/2018,721,7612
WED - MID, 4/18/2018,70,8008
WED - EVE, 4/18/2018,72,1778
THU - MID, 4/19/2018,467,6824
THU - EVE, 4/19/2018,211,5873
FRI - MID, 4/20/2018,991,9793
FRI - EVE, 4/20/2018,314,2848
SAT - MID, 4/21/2018,550,519
SAT - EVE, 4/21/2018,51,1877
SUN - MID, 4/22/2018,255,8616
SUN - EVE, 4/22/2018,497,768
MON - MID, 4/23/2018,314,5155
MON - EVE, 4/23/2018,42,9234
TUE - MID, 4/24/2018,420,7715
TUE - EVE, 4/24/2018,161,5705
WED - MID, 4/25/2018,312,6118
WED - EVE, 4/25/2018,307,4140
THU - MID, 4/26/2018,559,4202
THU - EVE, 4/26/2018,318,9114
FRI - MID, 4/27/2018,788,7703
FRI - EVE, 4/27/2018,994,4485
SAT - MID, 4/28/2018,230,809
SAT - EVE, 4/28/2018,239,6242
SUN - MID, 4/29/2018,690,5912
SUN - EVE, 4/29/2018,660,470
MON - MID, 4/30/2018,691,2404
MON - EVE, 4/30/2018,456,2243
TUE - MID, 5/1/2018,396,879
TUE - EVE, 5/1/2018,154,9491
WED - MID, 5/2/2018,11,4627
WED - EVE, 5/2/2018,445,4359
THU - MID, 5/3/2018,803,3041
THU - EVE, 5/3/2018,182,5212
FRI - MID, 5/4/2018,444,8462
FRI - EVE, 5/4/2018,87,6197
SAT - MID, 5/5/2018,903,1283
SAT - EVE, 5/5/2018,99,907
SUN - MID, 5/6/2018,306,4114
SUN - EVE, 5/6/2018,847,8739
MON - MID, 5/7/2018,985,7620
MON - EVE, 5/7/2018,677,3018
TUE - MID, 5/8/2018,5,6803
TUE - EVE, 5/8/2018,920,4380
WED - MID, 5/9/2018,180,8079
WED - EVE, 5/9/2018,643,6281
THU - MID, 5/10/2018,239,1035
THU - EVE, 5/10/2018,801,9576
FRI - MID, 5/11/2018,293,9169
FRI - EVE, 5/11/2018,554,5749
SAT - MID, 5/12/2018,323,8381
SAT - EVE, 5/12/2018,815,278
SUN - MID, 5/13/2018,698,5387
SUN - EVE, 5/13/2018,630,1564
MON - MID, 5/14/2018,81,2895
MON - EVE, 5/14/2018,751,7652
TUE - MID, 5/15/2018,323,1872
TUE - EVE, 5/15/2018,123,3015
WED - MID, 5/16/2018,592,2008
WED - EVE, 5/16/2018,489,4281
THU - MID, 5/17/2018,142,2655
THU - EVE, 5/17/2018,913,3210
FRI - MID, 5/18/2018,307,6694
FRI - EVE, 5/18/2018,517,4001
SAT - MID, 5/19/2018,139,8850
SAT - EVE, 5/19/2018,28,6440
SUN - MID, 5/20/2018,373,7038
SUN - EVE, 5/20/2018,632,1192
MON - MID, 5/21/2018,781,4823
MON - EVE, 5/21/2018,938,5908
TUE - MID, 5/22/2018,582,9949
TUE - EVE, 5/22/2018,917,7250
WED - MID, 5/23/2018,949,1423
WED - EVE, 5/23/2018,118,8027
THU - MID, 5/24/2018,791,9053
THU - EVE, 5/24/2018,364,3765
FRI - MID, 5/25/2018,987,1841
FRI - EVE, 5/25/2018,766,2587
SAT - MID, 5/26/2018,488,316
SAT - EVE, 5/26/2018,805,8253
SUN - MID, 5/27/2018,224,7476
SUN - EVE, 5/27/2018,949,9495
MON - MID, 5/28/2018,145,1089
MON - EVE, 5/28/2018,619,2200
TUE - MID, 5/29/2018,977,8027
TUE - EVE, 5/29/2018,285,7141
WED - MID, 5/30/2018,217,112
WED - EVE, 5/30/2018,914,7899
THU - MID, 5/31/2018,250,5220
THU - EVE, 5/31/2018,164,5303
FRI - MID, 6/1/2018,578,787
FRI - EVE, 6/1/2018,496,4251
SAT - MID, 6/2/2018,726,6639
SAT - EVE, 6/2/2018,140,206
SUN - MID, 6/3/2018,41,4985
SUN - EVE, 6/3/2018,183,7706
MON - MID, 6/4/2018,547,7022
MON - EVE, 6/4/2018,589,4115
TUE - MID, 6/5/2018,873,6960
TUE - EVE, 6/5/2018,693,3396
WED - MID, 6/6/2018,273,1231
WED - EVE, 6/6/2018,24,7892
THU - MID, 6/7/2018,731,3090
THU - EVE, 6/7/2018,973,4952
FRI - MID, 6/8/2018,663,5987
FRI - EVE, 6/8/2018,447,7964
SAT - MID, 6/9/2018,188,307
SAT - EVE, 6/9/2018,328,2922
SUN - MID, 6/10/2018,3,5540
SUN - EVE, 6/10/2018,602,7887
MON - MID, 6/11/2018,731,6874
MON - EVE, 6/11/2018,702,3241
TUE - MID, 6/12/2018,613,8765
TUE - EVE, 6/12/2018,192,3582
WED - MID, 6/13/2018,233,1291
WED - EVE, 6/13/2018,486,6014
THU - MID, 6/14/2018,867,372
THU - EVE, 6/14/2018,874,7988
FRI - MID, 6/15/2018,624,3542
FRI - EVE, 6/15/2018,533,3356
SAT - MID, 6/16/2018,35,8641
SAT - EVE, 6/16/2018,642,3736
SUN - MID, 6/17/2018,782,8274
SUN - EVE, 6/17/2018,498,4924
MON - MID, 6/18/2018,371,2552
MON - EVE, 6/18/2018,318,5437
TUE - MID, 6/19/2018,830,4435
TUE - EVE, 6/19/2018,118,956
WED - MID, 6/20/2018,101,9532
WED - EVE, 6/20/2018,705,1972
THU - MID, 6/21/2018,456,1651
THU - EVE, 6/21/2018,995,9431
FRI - MID, 6/22/2018,933,9280
FRI - EVE, 6/22/2018,901,3363
SAT - MID, 6/23/2018,781,5436
SAT - EVE, 6/23/2018,605,9128
SUN - MID, 6/24/2018,317,6245
SUN - EVE, 6/24/2018,722,704
MON - MID, 6/25/2018,628,9410
MON - EVE, 6/25/2018,910,9198
TUE - MID, 6/26/2018,588,7008
TUE - EVE, 6/26/2018,275,2588
WED - MID, 6/27/2018,50,3437
WED - EVE, 6/27/2018,448,4994
THU - MID, 6/28/2018,616,2917
THU - EVE, 6/28/2018,132,9262
FRI - MID, 6/29/2018,420,4281
FRI - EVE, 6/29/2018,141,2543
SAT - MID, 6/30/2018,810,9477
SAT - EVE, 6/30/2018,267,6236
SUN - MID, 7/1/2018,361,2410
SUN - EVE, 7/1/2018,273,8281
MON - MID, 7/2/2018,20,3729
MON - EVE, 7/2/2018,494,8334
TUE - MID, 7/3/2018,669,2203
TUE - EVE, 7/3/2018,119,5445
WED - MID, 7/4/2018,168,6574
WED - EVE, 7/4/2018,694,3844
THU - MID, 7/5/2018,383,9319
THU - EVE, 7/5/2018,724,1903
FRI - MID, 7/6/2018,212,3374
FRI - EVE, 7/6/2018,7,5374
SAT - MID, 7/7/2018,410,5802
SAT - EVE, 7/7/2018,955,5339
SUN - MID, 7/8/2018,122,6773
SUN - EVE, 7/8/2018,149,9335
MON - MID, 7/9/2018,201,7805
MON - EVE, 7/9/2018,507,7863
TUE - MID, 7/10/2018,751,9688
TUE - EVE, 7/10/2018,897,1138
WED - MID, 7/11/2018,189,3837
WED - EVE, 7/11/2018,368,1302
THU - MID, 7/12/2018,221,4182
THU - EVE, 7/12/2018,778,7785
FRI - MID, 7/13/2018,283,1551
FRI - EVE, 7/13/2018,686,19
SAT - MID, 7/14/2018,20,8712
SAT - EVE, 7/14/2018,503,5314
SUN - MID, 7/15/2018,485,6456
SUN - EVE, 7/15/2018,731,8417
MON - MID, 7/16/2018,806,8558
MON - EVE, 7/16/2018,851,1948
TUE - MID, 7/17/2018,848,1562
TUE - EVE, 7/17/2018,740,7565
WED - MID, 7/18/2018,303,8685
WED - EVE, 7/18/2018,728,2100
THU - MID, 7/19/2018,275,6835
THU - EVE, 7/19/2018,153,343
FRI - MID, 7/20/2018,940,2460
FRI - EVE, 7/20/2018,44,5835
SAT - MID, 7/21/2018,715,7422
SAT - EVE, 7/21/2018,236,3381
SUN - MID, 7/22/2018,299,311
SUN - EVE, 7/22/2018,417,7050
MON - MID, 7/23/2018,923,1287
MON - EVE, 7/23/2018,376,2222
TUE - MID, 7/24/2018,817,2795
TUE - EVE, 7/24/2018,217,4766
WED - MID, 7/25/2018,355,218
WED - EVE, 7/25/2018,812,6885
THU - MID, 7/26/2018,111,6482
THU - EVE, 7/26/2018,516,2813
FRI - MID, 7/27/2018,657,222
FRI - EVE, 7/27/2018,706,6240
SAT - MID, 7/28/2018,322,8054
SAT - EVE, 7/28/2018,186,9746
SUN - MID, 7/29/2018,14,4047
SUN - EVE, 7/29/2018,431,9280
MON - MID, 7/30/2018,939,6537
MON - EVE, 7/30/2018,676,9606
TUE - MID, 7/31/2018,809,4574
TUE - EVE, 7/31/2018,223,2216
WED - MID, 8/1/2018,513,1400
WED - EVE, 8/1/2018,508,1782
THU - MID, 8/2/2018,61,6782
THU - EVE, 8/2/2018,183,2563
FRI - MID, 8/3/2018,962,9492
FRI - EVE, 8/3/2018,769,2787
SAT - MID, 8/4/2018,800,1121
SAT - EVE, 8/4/2018,131,4669
SUN - MID, 8/5/2018,518,774
SUN - EVE, 8/5/2018,991,9013
MON - MID, 8/6/2018,593,5272
MON - EVE, 8/6/2018,915,6017
TUE - MID, 8/7/2018,246,7246
TUE - EVE, 8/7/2018,917,8348
WED - MID, 8/8/2018,263,3793
WED - EVE, 8/8/2018,738,5946
THU - MID, 8/9/2018,676,652
THU - EVE, 8/9/2018,824,2561
FRI - MID, 8/10/2018,416,3961
FRI - EVE, 8/10/2018,16,5777
SAT - MID, 8/11/2018,447,2843
SAT - EVE, 8/11/2018,763,6829
SUN - MID, 8/12/2018,254,7078
SUN - EVE, 8/12/2018,239,8879
MON - MID, 8/13/2018,791,3264
MON - EVE, 8/13/2018,764,272
TUE - MID, 8/14/2018,476,1281
TUE - EVE, 8/14/2018,996,6331
WED - MID, 8/15/2018,454,2375
WED - EVE, 8/15/2018,45,5727
THU - MID, 8/16/2018,658,4942
THU - EVE, 8/16/2018,412,8596
FRI - MID, 8/17/2018,786,2740
FRI - EVE, 8/17/2018,359,5238
SAT - MID, 8/18/2018,853,4904
SAT - EVE, 8/18/2018,251,5301
SUN - MID, 8/19/2018,877,5797
SUN - EVE, 8/19/2018,304,6666
MON - MID, 8/20/2018,179,6722
MON - EVE, 8/20/2018,208,6151
TUE - MID, 8/21/2018,32,4644
TUE - EVE, 8/21/2018,599,9909
WED - MID, 8/22/2018,207,1627
WED - EVE, 8/22/2018,930,6295
THU - MID, 8/23/2018,506,3070
THU - EVE, 8/23/2018,460,6273
FRI - MID, 8/24/2018,563,8299
FRI - EVE, 8/24/2018,528,4053
SAT - MID, 8/25/2018,347,8734
SAT - EVE, 8/25/2018,609,1711
SUN - MID, 8/26/2018,950,7405
SUN - EVE, 8/26/2018,509,9950
MON - MID, 8/27/2018,443,1066
MON - EVE, 8/27/2018,257,7113
TUE - MID, 8/28/2018,26,6764
TUE - EVE, 8/28/2018,746,8035
WED - MID, 8/29/2018,172,1374
WED - EVE, 8/29/2018,953,8656
THU - MID, 8/30/2018,51,9928
THU - EVE, 8/30/2018,470,6208
FRI - MID, 8/31/2018,442,1591
FRI - EVE, 8/31/2018,899,8001
SAT - MID, 9/1/2018,344,4238
SAT - EVE, 9/1/2018,881,6546
SUN - MID, 9/2/2018,721,8922
SUN - EVE, 9/2/2018,370,7038
MON - MID, 9/3/2018,576,8494
MON - EVE, 9/3/2018,203,8163
TUE - MID, 9/4/2018,250,8745
TUE - EVE, 9/4/2018,729,985
WED - MID, 9/5/2018,145,4842
WED - EVE, 9/5/2018,394,2995
THU - MID, 9/6/2018,209,482
THU - EVE, 9/6/2018,270,6282
FRI - MID, 9/7/2018,64,4724
FRI - EVE, 9/7/2018,769,5532
SAT - MID, 9/8/2018,444,7069
SAT - EVE, 9/8/2018,992,36
SUN - MID, 9/9/2018,25,119
SUN - EVE, 9/9/2018,336,5941
MON - MID, 9/10/2018,986,4509
MON - EVE, 9/10/2018,576,1402
TUE - MID, 9/11/2018,457,7459
TUE - EVE, 9/11/2018,272,1833
WED - MID, 9/12/2018,930,2475
WED - EVE, 9/12/2018,804,8835
THU - MID, 9/13/2018,164,3193
THU - EVE, 9/13/2018,66,5415
FRI - MID, 9/14/2018,586,6020
FRI - EVE, 9/14/2018,60,8916
SAT - MID, 9/15/2018,377,9628
SAT - EVE, 9/15/2018,738,5884
SUN - MID, 9/16/2018,255,8050
SUN - EVE, 9/16/2018,713,714
MON - MID, 9/17/2018,262,7205
MON - EVE, 9/17/2018,733,844
TUE - MID, 9/18/2018,687,5225
TUE - EVE, 9/18/2018,939,4561
WED - MID, 9/19/2018,830,7291
WED - EVE, 9/19/2018,287,2354
THU - MID, 9/20/2018,658,7006
THU - EVE, 9/20/2018,763,6838
FRI - MID, 9/21/2018,433,9380
FRI - EVE, 9/21/2018,786,875
SAT - MID, 9/22/2018,66,7795
SAT - EVE, 9/22/2018,420,386
SUN - MID, 9/23/2018,889,7408
SUN - EVE, 9/23/2018,621,5811
MON - MID, 9/24/2018,49,9043
MON - EVE, 9/24/2018,827,7926
TUE - MID, 9/25/2018,835,2968
TUE - EVE, 9/25/2018,184,8403
WED - MID, 9/26/2018,724,8010
WED - EVE, 9/26/2018,142,9707
THU - MID, 9/27/2018,36,563
THU - EVE, 9/27/2018,652,4954
FRI - MID, 9/28/2018,633,4973
FRI - EVE, 9/28/2018,219,5493
SAT - MID, 9/29/2018,927,3408
SAT - EVE, 9/29/2018,238,5405
SUN - MID, 9/30/2018,712,8822
SUN - EVE, 9/30/2018,772,3102
MON - MID, 10/1/2018,748,8869
MON - EVE, 10/1/2018,407,4132
TUE - MID, 10/2/2018,440,6384
TUE - EVE, 10/2/2018,329,1555
WED - MID, 10/3/2018,435,1916
WED - EVE, 10/3/2018,384,2158
THU - MID, 10/4/2018,302,4959
THU - EVE, 10/4/2018,210,3277
FRI - MID, 10/5/2018,251,5650
FRI - EVE, 10/5/2018,905,8600
SAT - MID, 10/6/2018,651,6812
SAT - EVE, 10/6/2018,451,2921
SUN - MID, 10/7/2018,575,8455
SUN - EVE, 10/7/2018,128,1402
MON - MID, 10/8/2018,965,9288
MON - EVE, 10/8/2018,95,84
TUE - MID, 10/9/2018,115,4622
TUE - EVE, 10/9/2018,338,5702
WED - MID, 10/10/2018,414,3894
WED - EVE, 10/10/2018,476,3129
THU - MID, 10/11/2018,473,9532
THU - EVE, 10/11/2018,471,5619
FRI - MID, 10/12/2018,881,7234
FRI - EVE, 10/12/2018,377,727
SAT - MID, 10/13/2018,442,6155
SAT - EVE, 10/13/2018,327,8582
SUN - MID, 10/14/2018,682,6782
SUN - EVE, 10/14/2018,994,2289
MON - MID, 10/15/2018,336,1524
MON - EVE, 10/15/2018,1,574
TUE - MID, 10/16/2018,329,1900
TUE - EVE, 10/16/2018,718,3448
WED - MID, 10/17/2018,479,4240
WED - EVE, 10/17/2018,296,2518
THU - MID, 10/18/2018,720,1009
THU - EVE, 10/18/2018,648,8749
FRI - MID, 10/19/2018,612,1369
FRI - EVE, 10/19/2018,200,3536
SAT - MID, 10/20/2018,536,9149
SAT - EVE, 10/20/2018,481,1212
SUN - MID, 10/21/2018,942,2637
SUN - EVE, 10/21/2018,266,5192
MON - MID, 10/22/2018,68,6648
MON - EVE, 10/22/2018,90,7993
TUE - MID, 10/23/2018,633,8437
TUE - EVE, 10/23/2018,167,4617
WED - MID, 10/24/2018,115,3759
WED - EVE, 10/24/2018,705,2522
THU - MID, 10/25/2018,893,5292
THU - EVE, 10/25/2018,690,8058
FRI - MID, 10/26/2018,773,3393
FRI - EVE, 10/26/2018,2,3733
SAT - MID, 10/27/2018,454,3765
SAT - EVE, 10/27/2018,370,7407
SUN - MID, 10/28/2018,216,7090
SUN - EVE, 10/28/2018,943,31
MON - MID, 10/29/2018,778,7150
MON - EVE, 10/29/2018,590,559
TUE - MID, 10/30/2018,943,8387
TUE - EVE, 10/30/2018,651,413
WED - MID, 10/31/2018,594,901
WED - EVE, 10/31/2018,929,2314
THU - MID, 11/1/2018,713,7577
THU - EVE, 11/1/2018,342,3169
FRI - MID, 11/2/2018,182,5961
FRI - EVE, 11/2/2018,18,2248
SAT - MID, 11/3/2018,302,8006
SAT - EVE, 11/3/2018,836,3568
SUN - MID, 11/4/2018,294,9105
SUN - EVE, 11/4/2018,559,3436
MON - MID, 11/5/2018,314,1660
MON - EVE, 11/5/2018,947,6699
TUE - MID, 11/6/2018,418,9384
TUE - EVE, 11/6/2018,911,4289
WED - MID, 11/7/2018,745,5018
WED - EVE, 11/7/2018,375,1154
THU - MID, 11/8/2018,971,5130
THU - EVE, 11/8/2018,441,4370
FRI - MID, 11/9/2018,206,4252
FRI - EVE, 11/9/2018,483,8131
SAT - MID, 11/10/2018,532,5721
SAT - EVE, 11/10/2018,362,9893
SUN - MID, 11/11/2018,212,2816
SUN - EVE, 11/11/2018,824,565
MON - MID, 11/12/2018,887,995
MON - EVE, 11/12/2018,946,1181
TUE - MID, 11/13/2018,635,3025
TUE - EVE, 11/13/2018,525,3751
WED - MID, 11/14/2018,27,4886
WED - EVE, 11/14/2018,23,4750
THU - MID, 11/15/2018,201,3341
THU - EVE, 11/15/2018,177,677
FRI - MID, 11/16/2018,832,9479
FRI - EVE, 11/16/2018,671,9639
SAT - MID, 11/17/2018,674,4968
SAT - EVE, 11/17/2018,655,9944
SUN - MID, 11/18/2018,791,2094
SUN - EVE, 11/18/2018,53,8570
MON - MID, 11/19/2018,419,724
MON - EVE, 11/19/2018,14,2788
TUE - MID, 11/20/2018,937,2314
TUE - EVE, 11/20/2018,39,886
WED - MID, 11/21/2018,491,3460
WED - EVE, 11/21/2018,679,4363
THU - MID, 11/22/2018,789,4790
THU - EVE, 11/22/2018,598,2674
FRI - MID, 11/23/2018,31,1070
FRI - EVE, 11/23/2018,325,7588
SAT - MID, 11/24/2018,650,8603
SAT - EVE, 11/24/2018,307,9178
SUN - MID, 11/25/2018,572,9710
SUN - EVE, 11/25/2018,295,8106
MON - MID, 11/26/2018,419,5104
MON - EVE, 11/26/2018,790,5860
TUE - MID, 11/27/2018,864,4857
TUE - EVE, 11/27/2018,41,5849
WED - MID, 11/28/2018,777,3755
WED - EVE, 11/28/2018,192,8457
THU - MID, 11/29/2018,697,1240
THU - EVE, 11/29/2018,411,7328
FRI - MID, 11/30/2018,363,256
FRI - EVE, 11/30/2018,171,6668
SAT - MID, 12/1/2018,896,5741
SAT - EVE, 12/1/2018,173,365
SUN - MID, 12/2/2018,896,181
SUN - EVE, 12/2/2018,215,8221
MON - MID, 12/3/2018,31,8340
MON - EVE, 12/3/2018,451,7685
TUE - MID, 12/4/2018,679,5671
TUE - EVE, 12/4/2018,885,1830
WED - MID, 12/5/2018,281,7045
WED - EVE, 12/5/2018,384,4221
THU - MID, 12/6/2018,269,6893
THU - EVE, 12/6/2018,529,5883
FRI - MID, 12/7/2018,32,8665
FRI - EVE, 12/7/2018,848,399
SAT - MID, 12/8/2018,689,7405
SAT - EVE, 12/8/2018,639,6121
SUN - MID, 12/9/2018,706,7224
SUN - EVE, 12/9/2018,102,238
MON - MID, 12/10/2018,24,6820
MON - EVE, 12/10/2018,303,3074
TUE - MID, 12/11/2018,257,4619
TUE - EVE, 12/11/2018,554,196
WED - MID, 12/12/2018,339,4159
WED - EVE, 12/12/2018,398,4532
THU - MID, 12/13/2018,782,7847
THU - EVE, 12/13/2018,443,26
FRI - MID, 12/14/2018,197,7375
FRI - EVE, 12/14/2018,104,7925
SAT - MID, 12/15/2018,487,1694
SAT - EVE, 12/15/2018,663,2890
SUN - MID, 12/16/2018,405,3854
SUN - EVE, 12/16/2018,405,8694
MON - MID, 12/17/2018,253,5678
MON - EVE, 12/17/2018,407,9270
TUE - MID, 12/18/2018,354,1167
TUE - EVE, 12/18/2018,150,4330
WED - MID, 12/19/2018,113,670
WED - EVE, 12/19/2018,588,8231
THU - MID, 12/20/2018,582,8166
THU - EVE, 12/20/2018,242,1854
FRI - MID, 12/21/2018,538,5936
FRI - EVE, 12/21/2018,796,2289
SAT - MID, 12/22/2018,711,6017
SAT - EVE, 12/22/2018,841,7269
SUN - MID, 12/23/2018,436,6811
SUN - EVE, 12/23/2018,428,8162
MON - MID, 12/24/2018,196,159
MON - EVE, 12/24/2018,446,1413
TUE - MID, 12/25/2018,586,3593
TUE - EVE, 12/25/2018,644,2818
WED - MID, 12/26/2018,142,1989
WED - EVE, 12/26/2018,472,149
THU - MID, 12/27/2018,765,5308
THU - EVE, 12/27/2018,56,2764
FRI - MID, 12/28/2018,616,6159
FRI - EVE, 12/28/2018,644,9222
SAT - MID, 12/29/2018,16,439
SAT - EVE, 12/29/2018,49,2560
SUN - MID, 12/30/2018,936,2369
SUN - EVE, 12/30/2018,256,9122
MON - MID, 12/31/2018,156,7900
MON - EVE, 12/31/2018,326,1091
TUE - MID, 1/1/2019,444,4225
TUE - EVE, 1/1/2019,485,2838
WED - MID, 1/2/2019,103,7637
WED - EVE, 1/2/2019,485,497
THU - MID, 1/3/2019,309,4961
THU - EVE, 1/3/2019,644,787
FRI - MID, 1/4/2019,178,7193
FRI - EVE, 1/4/2019,188,431
SAT - MID, 1/5/2019,922,5065
SAT - EVE, 1/5/2019,728,3400
SUN - MID, 1/6/2019,862,7551
SUN - EVE, 1/6/2019,916,3893
MON - MID, 1/7/2019,952,4910
MON - EVE, 1/7/2019,312,2311
TUE - MID, 1/8/2019,401,9501
TUE - EVE, 1/8/2019,844,1375
WED - MID, 1/9/2019,64,2889
WED - EVE, 1/9/2019,451,4979
THU - MID, 1/10/2019,48,8276
THU - EVE, 1/10/2019,94,1856
FRI - MID, 1/11/2019,61,4513
FRI - EVE, 1/11/2019,305,6717
SAT - MID, 1/12/2019,374,5906
SAT - EVE, 1/12/2019,940,1759
SUN - MID, 1/13/2019,827,6028
SUN - EVE, 1/13/2019,109,1494
MON - MID, 1/14/2019,220,2212
MON - EVE, 1/14/2019,650,1108
TUE - MID, 1/15/2019,906,7739
TUE - EVE, 1/15/2019,389,3255
WED - MID, 1/16/2019,793,3228
WED - EVE, 1/16/2019,560,7709
THU - MID, 1/17/2019,202,2014
THU - EVE, 1/17/2019,809,1146
FRI - MID, 1/18/2019,693,4072
FRI - EVE, 1/18/2019,123,6016
SAT - MID, 1/19/2019,858,9615
SAT - EVE, 1/19/2019,752,2158
SUN - MID, 1/20/2019,79,6708
SUN - EVE, 1/20/2019,646,2736
MON - MID, 1/21/2019,925,3166
MON - EVE, 1/21/2019,303,2489
TUE - MID, 1/22/2019,725,1377
TUE - EVE, 1/22/2019,493,2194
WED - MID, 1/23/2019,343,9004
WED - EVE, 1/23/2019,541,5083
THU - MID, 1/24/2019,44,6423
THU - EVE, 1/24/2019,136,4012
FRI - MID, 1/25/2019,58,679
FRI - EVE, 1/25/2019,218,1582
SAT - MID, 1/26/2019,539,7587
SAT - EVE, 1/26/2019,42,8884
SUN - MID, 1/27/2019,920,5445
SUN - EVE, 1/27/2019,440,8230
MON - MID, 1/28/2019,64,8080
MON - EVE, 1/28/2019,66,4745
TUE - MID, 1/29/2019,335,1644
TUE - EVE, 1/29/2019,67,6030
WED - MID, 1/30/2019,813,6288
WED - EVE, 1/30/2019,691,8264
THU - MID, 1/31/2019,568,6636
THU - EVE, 1/31/2019,766,2351
FRI - MID, 2/1/2019,873,4442
FRI - EVE, 2/1/2019,780,4154
SAT - MID, 2/2/2019,383,9780
SAT - EVE, 2/2/2019,288,9819
SUN - MID, 2/3/2019,391,4136
SUN - EVE, 2/3/2019,45,955
MON - MID, 2/4/2019,891,2287
MON - EVE, 2/4/2019,240,4047
TUE - MID, 2/5/2019,794,497
TUE - EVE, 2/5/2019,874,4828
WED - MID, 2/6/2019,250,2484
WED - EVE, 2/6/2019,961,2482
THU - MID, 2/7/2019,770,8240
THU - EVE, 2/7/2019,618,147
FRI - MID, 2/8/2019,283,8790
FRI - EVE, 2/8/2019,562,7615
SAT - MID, 2/9/2019,378,7913
SAT - EVE, 2/9/2019,291,8808
SUN - MID, 2/10/2019,703,9477
SUN - EVE, 2/10/2019,533,3994
MON - MID, 2/11/2019,696,2219
MON - EVE, 2/11/2019,108,2511
TUE - MID, 2/12/2019,491,6278
TUE - EVE, 2/12/2019,62,5144
WED - MID, 2/13/2019,854,3817
WED - EVE, 2/13/2019,134,746
THU - MID, 2/14/2019,170,2919
THU - EVE, 2/14/2019,963,351
FRI - MID, 2/15/2019,778,9647
FRI - EVE, 2/15/2019,499,6363
SAT - MID, 2/16/2019,651,6014
SAT - EVE, 2/16/2019,301,6442
SUN - MID, 2/17/2019,252,1313
SUN - EVE, 2/17/2019,40,2275
MON - MID, 2/18/2019,840,1017
MON - EVE, 2/18/2019,581,9090
TUE - MID, 2/19/2019,768,374
TUE - EVE, 2/19/2019,193,1511
WED - MID, 2/20/2019,689,6516
WED - EVE, 2/20/2019,568,1416
THU - MID, 2/21/2019,924,1696
THU - EVE, 2/21/2019,155,6553
FRI - MID, 2/22/2019,885,6309
